-8.562,-13.562
35.438,30.438
-9.812,-4.812
-33.125,-28.125
-78.812,-83.812
-34.000,-39.000
-78.500,-73.500
53.000,48.000
-8.750,-13.750
35.125,40.125
79.875,84.875
-55.875,-50.875
-81.750,-76.750
-56.688,-51.688
-10.625,-15.625
-53.438,-58.438
80.250,75.250
-54.250,-59.250
-81.562,-86.562
33.750,38.750
11.375,16.375
-53.062,-48.062
11.312,16.312
56.125,61.125
81.812,86.812
35.062,40.062
78.688,73.688
54.000,59.000
-9.625,-4.625
-56.375,-51.375
9.688,4.688
-36.938,-41.938
-9.375,-4.375
-34.500,-39.500
80.875,75.875
-36.875,-31.875
79.312,84.312
53.500,48.500
79.500,74.500
-35.438,-40.438
10.812,5.812
34.938,29.938
9.188,4.188
56.625,51.625
10.000,5.000
-54.688,-59.688
80.562,85.562
33.875,28.875
-80.562,-75.562
33.812,28.812
-81.812,-86.812
53.375,58.375
-80.750,-75.750
-55.188,-60.188
-10.250,-5.250
35.938,30.938
-10.375,-15.375
57.000,52.000
-78.312,-83.312
-36.062,-31.062
11.750,16.750
-36.438,-31.438
-8.938,-13.938
55.688,60.688
9.062,14.062
