78.938,73.938
-53.625,-48.625
-78.188,-73.188
35.875,30.875
78.562,83.562
56.750,51.750
78.500,83.500
53.062,58.062
-11.000,-16.000
-35.812,-30.812
79.125,74.125
-35.938,-30.938
-9.375,-4.375
35.125,30.125
-78.375,-73.375
-54.562,-59.562
-79.312,-84.312
-36.375,-31.375
10.500,5.500
-55.500,-60.500
11.062,16.062
55.562,60.562
79.375,74.375
34.250,39.250
-8.125,-3.125
-54.188,-49.188
-10.375,-5.375
-36.875,-41.875
-80.562,-75.562
-53.812,-48.812
81.688,76.688
-36.312,-41.312
-80.438,-85.438
56.125,51.125
10.375,5.375
-34.000,-29.000
78.250,83.250
-53.438,-58.438
11.312,6.312
33.875,38.875
9.938,14.938
-35.125,-40.125
-11.625,-16.625
54.812,49.812
-9.938,-4.938
-56.250,-61.250
78.188,83.188
33.312,28.312
-79.062,-84.062
35.312,40.312
-10.250,-15.250
56.938,61.938
-82.000,-87.000
-34.750,-39.750
11.500,16.500
53.438,48.438
-80.000,-75.000
56.438,61.438
10.188,15.188
34.688,29.688
8.812,3.812
-53.000,-48.000
-10.688,-15.688
36.250,41.250
80.750,75.750
