-9.562,-4.562
35.375,30.375
-10.250,-5.250
36.875,31.875
10.812,15.812
33.562,28.562
78.062,73.062
-35.438,-40.438
9.000,4.000
33.438,38.438
10.500,5.500
54.312,59.312
10.938,15.938
56.312,51.312
80.688,75.688
55.312,50.312
-78.750,-73.750
53.250,58.250
-10.562,-15.562
56.562,61.562
8.625,3.625
-34.375,-39.375
-78.938,-83.938
-56.875,-61.875
-8.562,-3.562
-33.812,-38.812
-9.812,-14.812
-55.500,-50.500
10.062,5.062
-53.875,-48.875
-79.250,-74.250
55.875,50.875
-78.062,-83.062
34.688,39.688
79.375,84.375
-33.375,-28.375
9.125,14.125
-53.625,-58.625
8.938,13.938
-36.812,-31.812
78.000,83.000
53.312,58.312
79.188,84.188
34.625,29.625
-8.188,-13.188
-55.938,-60.938
-81.500,-86.500
-36.312,-31.312
-78.250,-73.250
35.250,30.250
-79.000,-74.000
-34.875,-39.875
-8.312,-3.312
34.875,39.875
-80.188,-85.188
-56.125,-51.125
79.938,84.938
-53.000,-48.000
80.000,75.000
-53.500,-58.500
-11.188,-16.188
53.375,48.375
-11.250,-6.250
-35.750,-30.750
80.562,75.562
