-78.938,-73.938
-53.250,-58.250
-78.875,-73.875
-55.500,-50.500
79.062,74.062
-54.438,-49.438
10.875,5.875
54.125,59.125
-82.000,-77.000
35.188,30.188
8.250,3.250
35.750,40.750
-80.000,-75.000
54.875,49.875
79.312,84.312
56.312,51.312
8.062,13.062
-36.375,-31.375
9.188,4.188
-56.562,-51.562
11.688,16.688
33.375,28.375
79.438,74.438
-53.188,-58.188
79.750,84.750
-36.812,-31.812
81.625,76.625
-35.188,-40.188
-78.438,-73.438
35.938,40.938
11.188,16.188
-33.062,-38.062
-78.625,-83.625
-36.688,-41.688
-9.500,-14.500
-36.875,-31.875
8.750,13.750
-56.125,-61.125
-8.125,-13.125
34.000,39.000
-11.312,-6.312
-53.750,-58.750
-9.562,-4.562
-54.750,-49.750
-79.688,-84.688
55.062,60.062
-8.562,-3.562
-36.188,-41.188
80.125,85.125
35.688,30.688
80.625,85.625
35.812,40.812
-81.062,-86.062
-33.500,-28.500
-10.750,-5.750
34.375,29.375
-10.062,-15.062
56.000,61.000
82.000,77.000
54.688,59.688
10.375,5.375
53.562,48.562
-10.438,-15.438
54.625,49.625
-81.500,-86.500
