-78.750,-73.750
-53.688,-58.688
-81.125,-86.125
53.188,58.188
-10.375,-15.375
-33.625,-28.625
-79.688,-84.688
-34.062,-39.062
-11.500,-6.500
55.125,60.125
81.188,76.188
55.000,60.000
-79.562,-84.562
-34.312,-29.312
11.562,6.562
-36.375,-41.375
-80.812,-75.812
36.812,41.812
-79.188,-84.188
-55.938,-50.938
9.125,14.125
34.812,29.812
-79.500,-74.500
-54.625,-59.625
79.938,74.938
35.250,30.250
8.125,13.125
-53.250,-48.250
-8.875,-13.875
35.062,40.062
-9.125,-14.125
-35.750,-40.750
79.438,84.438
36.688,41.688
-10.125,-5.125
53.375,48.375
9.688,14.688
54.000,59.000
11.438,6.438
-54.000,-59.000
81.938,86.938
53.688,48.688
80.625,85.625
-34.438,-39.438
11.500,16.500
-36.750,-31.750
-11.938,-16.938
34.500,29.500
78.312,83.312
-36.562,-31.562
78.562,73.562
-54.250,-49.250
-10.250,-5.250
-54.812,-59.812
-80.438,-75.438
56.875,51.875
-82.000,-77.000
36.625,31.625
9.312,4.312
53.938,48.938
-10.625,-5.625
-53.000,-48.000
8.750,3.750
33.812,38.812
81.062,76.062
