81.562,76.562
-34.625,-29.625
11.125,16.125
36.812,41.812
78.562,73.562
-55.500,-50.500
-9.000,-4.000
33.375,38.375
-10.812,-5.812
34.250,29.250
-79.125,-74.125
34.062,29.062
11.625,16.625
33.188,28.188
80.688,85.688
54.688,59.688
-11.312,-6.312
-56.938,-51.938
9.812,4.812
-54.562,-59.562
-78.938,-83.938
53.438,58.438
-78.312,-83.312
-54.688,-49.688
81.375,76.375
55.000,50.000
79.625,84.625
-53.688,-58.688
9.875,14.875
56.438,51.438
78.875,73.875
-36.188,-31.188
-79.438,-84.438
-34.500,-29.500
11.188,6.188
56.500,61.500
10.250,5.250
-35.875,-30.875
-11.688,-16.688
55.625,50.625
8.625,13.625
-35.438,-40.438
78.750,83.750
33.000,38.000
-81.062,-86.062
55.938,50.938
-78.125,-73.125
33.500,38.500
-8.250,-13.250
57.000,62.000
-10.062,-15.062
-56.750,-61.750
-10.625,-15.625
-34.875,-29.875
-11.875,-6.875
-34.188,-39.188
-79.250,-74.250
-33.062,-38.062
81.250,76.250
34.000,29.000
10.062,5.062
-55.688,-50.688
-80.250,-75.250
-55.562,-60.562
80.188,85.188
