-80.875,-85.875
-33.312,-38.312
9.312,4.312
-53.000,-48.000
79.250,84.250
33.812,38.812
10.312,15.312
-34.062,-39.062
-11.312,-6.312
-55.812,-60.812
9.375,4.375
34.875,39.875
-80.250,-85.250
35.625,40.625
80.812,75.812
34.000,29.000
-11.875,-16.875
-34.250,-29.250
80.000,75.000
-33.812,-38.812
11.938,16.938
-54.125,-59.125
10.562,15.562
53.938,58.938
-79.500,-84.500
-55.500,-60.500
-11.562,-16.562
33.562,38.562
9.688,4.688
54.625,49.625
79.562,84.562
56.438,51.438
-9.875,-4.875
56.375,51.375
-78.750,-73.750
-56.250,-51.250
-11.812,-6.812
-53.125,-48.125
79.812,74.812
53.375,58.375
8.000,13.000
-33.250,-28.250
79.062,84.062
-56.125,-51.125
-78.375,-73.375
-34.312,-39.312
-10.562,-15.562
33.625,28.625
79.938,84.938
-36.750,-31.750
-79.812,-84.812
55.250,60.250
78.500,73.500
-54.562,-59.562
-79.000,-84.000
33.062,28.062
-9.938,-4.938
-33.438,-38.438
-79.625,-74.625
53.312,48.312
-8.875,-13.875
56.312,61.312
11.812,6.812
36.500,31.500
-78.938,-73.938
