-8.375,-3.375
-33.188,-38.188
-9.875,-4.875
57.000,52.000
79.875,74.875
36.688,31.688
-80.250,-75.250
53.312,48.312
-80.375,-85.375
-54.188,-49.188
-10.062,-5.062
-53.062,-48.062
8.938,13.938
53.000,48.000
-11.812,-16.812
35.438,30.438
-11.312,-6.312
-35.812,-30.812
8.750,3.750
-56.562,-51.562
81.312,86.312
-36.875,-31.875
8.062,13.062
35.750,30.750
10.875,15.875
33.500,38.500
-8.500,-13.500
-55.875,-60.875
-10.000,-15.000
35.188,40.188
79.562,84.562
-55.562,-60.562
-79.750,-84.750
56.375,61.375
80.375,85.375
-54.938,-49.938
-79.375,-74.375
34.375,39.375
-80.750,-85.750
-56.750,-61.750
11.875,6.875
-36.375,-41.375
78.812,73.812
35.938,40.938
8.875,3.875
-55.688,-60.688
79.688,74.688
-33.250,-38.250
-81.625,-86.625
-35.188,-40.188
-11.000,-16.000
56.125,61.125
-9.500,-4.500
-34.688,-39.688
-78.438,-73.438
34.062,29.062
81.062,76.062
56.250,51.250
11.188,16.188
55.562,60.562
-79.000,-74.000
-34.312,-29.312
81.438,86.438
54.500,59.500
8.562,3.562
